Beach_ID,Beach Name,Latitude,Longitude,Sunrise,Sunset,Weather Description,Temperature,Water Temperature,Cloud Cover,Wind Speed,Wave Height
191,Crystal Cove State Park,33.57566596,-117.8412706,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
192,Crescent Bay Point Park,33.54707317,-117.8038219,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
193,Shaw's Cove,33.54560671,-117.7982644,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
194,Diver's Cove,33.54480194,-117.7945844,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
195,Rockpile Beach,33.543094,-117.7896491,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
196,Picnic Beach,33.54364841,-117.7927497,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
197,Main Beach,33.54256641,-117.7869133,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
198,Brooks Beach,33.53275705,-117.7771038,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
199,Victoria Beach,33.51689843,-117.7611228,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
200,Laguna Beach,33.54263769,-117.7870208,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
201,Aliso Creek County Beach,33.51038632,-117.7525398,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
202,West Street Beach,33.50595903,-117.7486526,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
203,"1,000 Steps Beach",33.4985416,-117.7414247,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
204,Salt Creek County Beach,33.47769283,-117.7226023,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
205,Doheny State Beach,33.46287214,-117.6873259,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
206,Capistrano Beach,33.45614113,-117.6676277,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
207,Poche Beach,33.44156743,-117.64617,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
208,San Clemente City Beach,33.42782296,-117.6280388,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
209,San Clemente State Beach,33.40365884,-117.6048362,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
210,San Onofre State Beach,33.37388206,-117.5662879,06:23 AM,04:47 PM,Clear,59,63,0,6,1.6
211,"Del Mar Beach, Camp Pendleton",33.22066881,-117.4072513,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
212,Harbor Beach,33.20826708,-117.3992667,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
213,Oceanside City Beach,33.19538512,-117.3857032,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
214,"Buccaneer Beach, Oceanside",33.17851501,-117.3703371,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
215,South Oceanside Beach (Cassidy Street),33.17311454,-117.3655589,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
216,Saint Malo Beach,33.16615726,-117.360099,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
217,Carlsbad City Beach,33.15757212,-117.3532021,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
218,Terra Mar Point,33.12822917,-117.3335735,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
219,Carlsbad State Beach,33.15031883,-117.3487623,06:21 AM,04:47 PM,Clear,58,63,0,19,2.6
220,South Carlsbad State Beach,33.10359124,-117.3199447,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
221,Ponto Beach,33.10747125,-117.3218329,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
222,Grandview,33.07705649,-117.3110183,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
223,Beacon's Beach,33.07691959,-117.3099082,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
224,Stone Steps Beach,33.05364974,-117.3011103,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
225,Moonlight Beach,33.0493509,-117.298868,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
226,D Street Viewpoint,33.04570416,-117.2974281,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
227,Boneyard Beach,33.04566009,-117.2974694,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
228,Swamis,33.03502813,-117.2929205,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
229,San Elijo State Beach,33.02257902,-117.2842516,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
230,Cardiff State Beach,33.01050606,-117.27963,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
231,Tide Beach Park,32.99686572,-117.2764543,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
232,Fletcher Cove Park,32.99089067,-117.2752956,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
233,Seascape Surf,32.98567586,-117.2729118,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
234,Del Mar City Beach,32.97695929,-117.269502,06:21 AM,04:47 PM,Clear,59,59,0,10,3.0
235,Torrey Pines State Beach,32.93778126,-117.2617343,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
236,Black's Beach,32.89147257,-117.2559886,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
237,La Jolla Shores,32.88563453,-117.2535424,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
238,La Jolla Cove,32.85038249,-117.2730244,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
239,Shell Beach,35.17215991,-120.70133,06:39 AM,04:56 PM,Clear,53,51,0,9,3.6
240,Children's Pool Beach,32.84769091,-117.2781184,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
241,Marine Street Beach,32.83785649,-117.2816841,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
242,Windansea Beach,32.83123002,-117.2813634,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
243,La Jolla Strand Park,32.86158261,-117.2560868,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
244,Tourmaline Surfing Park,32.80545903,-117.2625367,06:20 AM,04:47 PM,Clear,60,59,0,6,2.6
