,#YY,MM,DD,hh,mm,WSP,GST,WVHT,DPD,APD,MWD,PRES,ATMP,DEWP,Wave_Size,Wind_Speed
12628,2021,4,6,21,40,4.8,6.5,1.42,7.69,5.96,286,1015.6,13.8,11.4,Small (<2 ft),Moderate (3-19 mph)
12634,2021,4,6,22,40,5.9,7.5,1.44,7.14,5.87,290,1015.2,14.0,11.9,Small (<2 ft),Moderate (3-19 mph)
12640,2021,4,6,23,40,6.5,7.8,1.52,14.81,5.91,187,1015.4,13.5,11.3,Small (<2 ft),Moderate (3-19 mph)
12646,2021,4,7,0,40,6.7,7.7,1.38,7.69,5.64,290,1015.1,13.5,11.3,Small (<2 ft),Moderate (3-19 mph)
12652,2021,4,7,1,40,8.4,9.9,1.34,7.14,5.43,293,1015.5,13.4,11.5,Small (<2 ft),Moderate (3-19 mph)
12658,2021,4,7,2,40,7.7,9.2,1.42,6.67,5.27,292,1016.2,13.4,11.5,Small (<2 ft),Moderate (3-19 mph)
12664,2021,4,7,3,40,8.0,9.5,1.59,7.69,5.63,297,1017.2,13.5,11.6,Small (<2 ft),Moderate (3-19 mph)
12670,2021,4,7,4,40,7.9,9.4,1.52,6.25,5.4,298,1017.5,13.5,11.5,Small (<2 ft),Moderate (3-19 mph)
12676,2021,4,7,5,40,6.0,7.1,1.38,7.69,5.29,300,1017.8,13.6,11.7,Small (<2 ft),Moderate (3-19 mph)
12682,2021,4,7,6,40,5.4,6.6,1.56,7.14,5.8,313,1017.7,13.7,11.8,Small (<2 ft),Moderate (3-19 mph)
12688,2021,4,7,7,40,3.6,4.5,1.42,12.12,5.64,260,1017.7,13.6,11.8,Small (<2 ft),Moderate (3-19 mph)
12694,2021,4,7,8,40,3.0,4.6,1.49,6.25,5.77,293,1017.5,13.6,11.8,Small (<2 ft),Ideal(<3 mph)
12700,2021,4,7,9,40,3.7,6.1,1.4,13.79,6.09,200,1017.1,13.9,12.0,Small (<2 ft),Moderate (3-19 mph)
12706,2021,4,7,10,40,4.2,5.7,1.4,6.67,5.91,296,1016.8,13.6,11.6,Small (<2 ft),Moderate (3-19 mph)
12712,2021,4,7,11,40,3.7,5.9,1.39,13.79,6.24,197,1016.6,13.4,11.6,Small (<2 ft),Moderate (3-19 mph)
12718,2021,4,7,12,40,4.6,6.1,1.35,6.67,6.32,293,1016.9,13.5,11.8,Small (<2 ft),Moderate (3-19 mph)
12724,2021,4,7,13,40,4.7,5.6,1.26,10.81,6.26,279,1017.6,13.9,12.2,Small (<2 ft),Moderate (3-19 mph)
12730,2021,4,7,14,40,2.8,3.7,1.34,10.81,6.44,268,1017.8,13.9,12.1,Small (<2 ft),Ideal(<3 mph)
12736,2021,4,7,15,40,2.7,3.7,1.31,13.79,6.51,207,1017.8,13.9,12.0,Small (<2 ft),Ideal(<3 mph)
12742,2021,4,7,16,40,2.1,3.2,1.26,10.0,6.54,277,1018.6,14.2,12.1,Small (<2 ft),Ideal(<3 mph)
12748,2021,4,7,17,40,1.8,3.2,1.35,7.14,6.46,289,1019.1,14.3,12.2,Small (<2 ft),Ideal(<3 mph)
12754,2021,4,7,18,40,2.7,3.8,1.24,10.0,6.22,271,1018.9,14.2,12.1,Small (<2 ft),Ideal(<3 mph)
12760,2021,4,7,19,40,5.4,7.0,1.29,12.9,6.52,201,1018.8,14.6,12.6,Small (<2 ft),Moderate (3-19 mph)
12766,2021,4,7,20,40,5.9,7.5,1.19,9.09,6.07,284,1018.6,14.6,12.8,Small (<2 ft),Moderate (3-19 mph)
12772,2021,4,7,21,40,5.7,6.9,1.24,10.0,5.66,277,1017.1,14.4,12.5,Small (<2 ft),Moderate (3-19 mph)
12778,2021,4,7,22,40,6.3,9.1,1.2,10.0,5.98,274,1018.1,14.7,12.8,Small (<2 ft),Moderate (3-19 mph)
12784,2021,4,7,23,40,7.7,9.5,1.22,9.09,5.54,279,1017.3,14.3,12.6,Small (<2 ft),Moderate (3-19 mph)
12790,2021,4,8,0,40,7.0,8.7,1.22,9.09,5.39,284,1016.7,14.1,12.2,Small (<2 ft),Moderate (3-19 mph)
12796,2021,4,8,1,40,6.8,8.2,1.21,9.09,5.42,285,1016.5,14.4,12.6,Small (<2 ft),Moderate (3-19 mph)
12802,2021,4,8,2,40,4.3,5.4,1.22,10.0,5.47,283,1016.8,14.4,13.0,Small (<2 ft),Moderate (3-19 mph)
12808,2021,4,8,3,40,4.0,5.0,1.2,6.67,5.4,301,1017.1,14.5,12.8,Small (<2 ft),Moderate (3-19 mph)
12814,2021,4,8,4,40,4.5,5.5,1.2,6.67,5.49,299,1017.4,14.7,12.8,Small (<2 ft),Moderate (3-19 mph)
12820,2021,4,8,5,40,2.8,3.5,1.23,16.0,5.71,174,1017.7,14.7,12.8,Small (<2 ft),Ideal(<3 mph)
12826,2021,4,8,6,40,3.9,4.9,1.31,16.0,5.92,198,1017.8,14.5,12.4,Small (<2 ft),Moderate (3-19 mph)
12832,2021,4,8,7,40,4.3,5.2,1.33,6.25,5.77,300,1017.2,14.5,12.5,Small (<2 ft),Moderate (3-19 mph)
12838,2021,4,8,8,40,5.2,6.5,1.28,6.67,5.66,294,1017.0,14.4,12.3,Small (<2 ft),Moderate (3-19 mph)
12844,2021,4,8,9,40,5.0,6.3,1.27,7.14,5.75,294,1016.5,14.5,11.9,Small (<2 ft),Moderate (3-19 mph)
12850,2021,4,8,10,40,6.2,7.6,1.46,6.67,6.0,295,1016.2,14.8,11.2,Small (<2 ft),Moderate (3-19 mph)
12856,2021,4,8,11,40,5.9,7.3,1.39,7.14,5.87,291,1015.9,14.7,11.5,Small (<2 ft),Moderate (3-19 mph)
12862,2021,4,8,12,40,7.1,8.5,1.54,7.14,6.13,289,1016.1,14.6,12.2,Small (<2 ft),Moderate (3-19 mph)
12868,2021,4,8,13,40,6.9,8.9,1.48,7.69,5.73,292,1016.2,14.4,11.9,Small (<2 ft),Moderate (3-19 mph)
12874,2021,4,8,14,40,8.0,9.5,1.56,7.69,5.61,286,1016.4,14.4,11.8,Small (<2 ft),Moderate (3-19 mph)
12880,2021,4,8,15,40,7.6,9.4,1.56,7.14,5.47,290,1016.9,14.4,11.7,Small (<2 ft),Moderate (3-19 mph)
12886,2021,4,8,16,40,6.7,8.5,1.63,7.14,5.56,285,1017.0,14.3,11.7,Small (<2 ft),Moderate (3-19 mph)
12892,2021,4,8,17,40,8.0,9.7,1.6,7.14,5.48,287,1017.5,14.3,11.5,Small (<2 ft),Moderate (3-19 mph)
12898,2021,4,8,18,40,7.9,9.5,1.65,7.14,5.55,288,1017.7,14.3,11.7,Small (<2 ft),Moderate (3-19 mph)
12904,2021,4,8,19,40,7.4,8.9,1.69,7.69,5.43,290,1017.2,14.2,11.7,Small (<2 ft),Moderate (3-19 mph)
12910,2021,4,8,20,40,7.5,9.2,1.81,7.14,5.49,294,1016.8,14.3,11.4,Small (<2 ft),Moderate (3-19 mph)
12916,2021,4,8,21,40,8.3,10.1,1.79,8.33,5.38,298,1016.3,14.2,11.6,Small (<2 ft),Moderate (3-19 mph)
12922,2021,4,8,22,40,9.8,12.2,1.86,7.14,5.53,292,1015.5,14.4,10.8,Small (<2 ft),Moderate (3-19 mph)
12928,2021,4,8,23,40,10.0,12.0,2.1,8.33,5.71,302,1014.9,14.4,10.9,Ideal (3-9 ft),Moderate (3-19 mph)
12934,2021,4,9,0,40,8.2,10.1,1.92,8.33,5.43,299,1014.6,14.5,10.9,Small (<2 ft),Moderate (3-19 mph)
12940,2021,4,9,1,40,7.3,9.7,2.0,7.69,5.82,298,1014.5,14.4,11.4,Small (<2 ft),Moderate (3-19 mph)
12946,2021,4,9,2,40,7.7,9.7,2.11,8.33,6.24,295,1014.8,14.1,11.4,Ideal (3-9 ft),Moderate (3-19 mph)
12952,2021,4,9,3,40,7.0,8.7,2.11,8.33,6.14,299,1015.2,13.9,11.4,Ideal (3-9 ft),Moderate (3-19 mph)
12958,2021,4,9,4,40,7.8,9.7,1.91,8.33,5.89,300,1015.7,14.0,11.2,Small (<2 ft),Moderate (3-19 mph)
12964,2021,4,9,5,40,8.1,10.0,2.04,8.33,5.96,295,1015.5,13.9,11.1,Ideal (3-9 ft),Moderate (3-19 mph)
12970,2021,4,9,6,40,6.5,7.9,2.1,7.69,6.06,297,1015.7,14.0,11.5,Ideal (3-9 ft),Moderate (3-19 mph)
12976,2021,4,9,7,40,6.6,8.5,2.05,8.33,6.15,300,1015.1,14.0,11.3,Ideal (3-9 ft),Moderate (3-19 mph)
12982,2021,4,9,8,40,6.7,8.4,2.14,6.67,6.29,291,1014.9,14.0,11.1,Ideal (3-9 ft),Moderate (3-19 mph)
12988,2021,4,9,9,40,6.2,8.2,2.23,7.69,6.47,293,1014.5,13.8,11.4,Ideal (3-9 ft),Moderate (3-19 mph)
12994,2021,4,9,10,40,5.6,7.1,2.09,8.33,6.45,295,1014.1,13.8,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
13000,2021,4,9,11,40,3.5,5.1,2.13,8.33,6.55,290,1014.0,14.0,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
13006,2021,4,9,12,40,3.0,4.4,1.99,8.33,6.64,291,1013.9,14.1,11.6,Small (<2 ft),Ideal(<3 mph)
13012,2021,4,9,13,40,1.4,3.4,1.87,9.09,6.64,280,1014.2,13.8,11.5,Small (<2 ft),Ideal(<3 mph)
13018,2021,4,9,14,40,0.5,1.7,1.9,8.33,6.44,286,1014.7,13.9,11.6,Small (<2 ft),Ideal(<3 mph)
13024,2021,4,9,15,40,1.3,2.3,1.89,8.33,6.65,289,1015.0,13.9,11.3,Small (<2 ft),Ideal(<3 mph)
13030,2021,4,9,16,40,1.6,2.5,1.59,9.09,6.31,289,1015.4,14.0,11.5,Small (<2 ft),Ideal(<3 mph)
13036,2021,4,9,17,40,0.6,1.7,1.64,9.09,6.45,290,1015.9,14.4,11.7,Small (<2 ft),Ideal(<3 mph)
13042,2021,4,9,18,40,3.6,5.2,1.77,7.69,6.47,292,1016.1,14.5,12.2,Small (<2 ft),Moderate (3-19 mph)
13048,2021,4,9,19,40,3.0,4.2,1.69,8.33,6.41,295,1015.8,14.5,12.2,Small (<2 ft),Ideal(<3 mph)
13054,2021,4,9,20,40,3.1,4.2,1.62,8.33,6.41,287,1015.1,14.6,12.3,Small (<2 ft),Moderate (3-19 mph)
13060,2021,4,9,21,40,6.3,7.8,1.65,8.33,6.29,289,1014.7,14.8,12.4,Small (<2 ft),Moderate (3-19 mph)
13066,2021,4,9,22,40,6.8,8.5,1.55,8.33,5.96,284,1013.9,14.7,12.1,Small (<2 ft),Moderate (3-19 mph)
13072,2021,4,9,23,40,6.2,7.7,1.41,9.09,5.47,287,1013.4,14.7,11.8,Small (<2 ft),Moderate (3-19 mph)
13078,2021,4,10,0,40,6.4,8.0,1.46,8.33,5.74,286,1013.1,14.9,12.3,Small (<2 ft),Moderate (3-19 mph)
13084,2021,4,10,1,40,6.4,7.7,1.58,8.33,5.86,292,1013.1,14.8,12.3,Small (<2 ft),Moderate (3-19 mph)
13090,2021,4,10,2,40,7.1,8.4,1.56,7.14,6.01,290,1013.3,14.6,12.4,Small (<2 ft),Moderate (3-19 mph)
13096,2021,4,10,3,40,8.8,10.3,1.55,7.69,5.59,291,1013.9,14.6,11.6,Small (<2 ft),Moderate (3-19 mph)
13102,2021,4,10,4,40,6.9,8.3,1.61,8.33,5.77,293,1014.0,14.4,12.2,Small (<2 ft),Moderate (3-19 mph)
13108,2021,4,10,5,40,7.8,9.8,1.67,8.33,5.72,295,1014.1,14.2,11.5,Small (<2 ft),Moderate (3-19 mph)
13114,2021,4,10,6,40,8.0,10.0,1.61,7.14,5.75,293,1014.4,14.1,11.3,Small (<2 ft),Moderate (3-19 mph)
13120,2021,4,10,7,40,7.7,9.5,1.86,7.69,5.84,297,1014.1,14.0,10.9,Small (<2 ft),Moderate (3-19 mph)
13126,2021,4,10,8,40,6.7,8.4,2.05,8.33,6.13,300,1013.9,14.1,11.6,Ideal (3-9 ft),Moderate (3-19 mph)
13132,2021,4,10,9,40,1.9,3.1,2.22,7.69,6.43,304,1013.4,14.4,11.4,Ideal (3-9 ft),Ideal(<3 mph)
13138,2021,4,10,10,40,3.8,5.2,2.23,7.14,6.39,299,1012.6,14.2,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
13144,2021,4,10,11,40,3.9,5.9,2.49,8.33,6.98,291,1012.3,14.2,12.0,Ideal (3-9 ft),Moderate (3-19 mph)
13150,2021,4,10,12,40,2.4,3.7,2.17,7.69,6.72,291,1012.4,14.1,11.7,Ideal (3-9 ft),Ideal(<3 mph)
13156,2021,4,10,13,40,4.4,6.5,2.42,9.09,7.11,289,1012.5,14.2,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
13162,2021,4,10,14,40,6.8,8.4,2.39,10.0,7.07,286,1013.1,14.1,12.0,Ideal (3-9 ft),Moderate (3-19 mph)
13168,2021,4,10,15,40,7.8,9.4,2.32,10.0,6.77,285,1013.1,14.0,12.0,Ideal (3-9 ft),Moderate (3-19 mph)
13174,2021,4,10,16,40,7.0,8.7,2.26,10.0,6.69,288,1013.2,14.1,12.0,Ideal (3-9 ft),Moderate (3-19 mph)
13180,2021,4,10,17,40,5.4,7.0,2.34,9.09,6.86,291,1013.8,14.1,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
13186,2021,4,10,18,40,4.9,6.7,2.35,10.0,6.91,295,1013.3,14.4,11.9,Ideal (3-9 ft),Moderate (3-19 mph)
13192,2021,4,10,19,40,3.8,5.3,2.36,10.0,6.81,296,1013.0,14.4,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
13198,2021,4,10,20,40,5.5,7.1,2.16,8.33,6.63,299,1012.2,14.0,11.4,Ideal (3-9 ft),Moderate (3-19 mph)
13204,2021,4,10,21,40,7.4,9.4,2.28,10.0,6.56,300,1011.6,14.0,11.2,Ideal (3-9 ft),Moderate (3-19 mph)
13210,2021,4,10,22,40,8.8,10.7,2.33,10.0,6.49,292,1010.9,13.7,10.9,Ideal (3-9 ft),Moderate (3-19 mph)
13216,2021,4,10,23,40,8.3,10.3,2.49,10.0,6.55,293,1010.5,13.7,11.3,Ideal (3-9 ft),Moderate (3-19 mph)
13222,2021,4,11,0,40,9.5,11.6,2.5,10.0,6.64,291,1010.5,13.6,11.2,Ideal (3-9 ft),Moderate (3-19 mph)
13228,2021,4,11,1,40,9.1,10.8,2.35,10.0,6.28,286,1010.5,13.6,11.3,Ideal (3-9 ft),Moderate (3-19 mph)
13234,2021,4,11,2,40,8.2,10.2,2.33,9.09,6.22,284,1010.6,13.5,11.1,Ideal (3-9 ft),Moderate (3-19 mph)
13240,2021,4,11,3,40,7.5,9.1,2.39,8.33,6.4,290,1011.1,13.5,11.2,Ideal (3-9 ft),Moderate (3-19 mph)
13246,2021,4,11,4,40,6.8,8.5,2.28,10.0,6.58,286,1011.4,13.6,11.3,Ideal (3-9 ft),Moderate (3-19 mph)
13252,2021,4,11,5,40,3.1,4.4,2.27,9.09,6.7,294,1011.4,14.1,11.5,Ideal (3-9 ft),Moderate (3-19 mph)
13258,2021,4,11,6,40,3.5,5.8,1.99,10.0,6.56,298,1010.9,13.7,11.2,Small (<2 ft),Moderate (3-19 mph)
13264,2021,4,11,7,40,1.5,2.9,1.89,9.09,6.65,299,1010.3,13.6,11.2,Small (<2 ft),Ideal(<3 mph)
13270,2021,4,11,8,40,1.7,3.4,1.89,8.33,6.51,296,1009.4,13.6,11.2,Small (<2 ft),Ideal(<3 mph)
13276,2021,4,11,9,40,3.4,4.6,1.86,7.69,6.45,302,1008.9,13.3,11.0,Small (<2 ft),Moderate (3-19 mph)
13282,2021,4,11,10,40,3.1,5.7,2.04,9.09,6.5,292,1008.7,13.0,10.8,Ideal (3-9 ft),Moderate (3-19 mph)
13288,2021,4,11,11,40,2.4,3.5,1.96,10.0,6.59,294,1008.3,12.7,10.6,Small (<2 ft),Ideal(<3 mph)
13294,2021,4,11,12,40,2.4,3.7,2.14,10.0,6.91,286,1008.8,13.0,10.9,Ideal (3-9 ft),Ideal(<3 mph)
13300,2021,4,11,13,40,1.3,4.0,2.13,10.0,7.27,283,1009.2,13.5,11.5,Ideal (3-9 ft),Ideal(<3 mph)
13306,2021,4,11,14,40,1.8,2.9,1.86,10.0,6.88,287,1009.6,13.5,11.0,Small (<2 ft),Ideal(<3 mph)
13312,2021,4,11,15,40,1.2,3.1,1.93,8.33,7.17,284,1009.6,13.9,11.1,Small (<2 ft),Ideal(<3 mph)
13318,2021,4,11,16,40,1.0,2.7,1.85,9.09,7.1,286,1009.9,14.0,10.6,Small (<2 ft),Ideal(<3 mph)
13324,2021,4,11,17,40,3.0,4.6,1.83,10.0,7.16,275,1010.4,14.1,11.2,Small (<2 ft),Ideal(<3 mph)
13330,2021,4,11,18,40,3.2,4.3,2.0,8.33,6.92,287,1010.2,13.9,11.2,Small (<2 ft),Moderate (3-19 mph)
13336,2021,4,11,19,40,5.4,7.0,1.77,7.69,6.76,285,1009.5,14.2,11.8,Small (<2 ft),Moderate (3-19 mph)
13342,2021,4,11,20,40,6.8,8.4,1.81,10.0,6.32,288,1008.9,13.5,11.1,Small (<2 ft),Moderate (3-19 mph)
13348,2021,4,11,21,40,7.0,8.3,1.97,8.33,6.36,289,1008.4,13.5,10.9,Small (<2 ft),Moderate (3-19 mph)
13354,2021,4,11,22,40,6.7,8.4,1.87,8.33,6.3,289,1007.8,13.5,11.0,Small (<2 ft),Moderate (3-19 mph)
13360,2021,4,11,23,40,6.9,8.5,2.04,9.09,6.35,289,1007.8,13.3,10.9,Ideal (3-9 ft),Moderate (3-19 mph)
13366,2021,4,12,0,40,7.2,10.1,1.97,7.69,6.1,292,1007.6,13.0,10.7,Small (<2 ft),Moderate (3-19 mph)
13372,2021,4,12,1,40,6.6,8.6,1.87,9.09,5.94,293,1007.7,13.3,10.7,Small (<2 ft),Moderate (3-19 mph)
13378,2021,4,12,2,40,5.6,7.4,1.87,9.09,6.14,283,1007.8,13.2,10.7,Small (<2 ft),Moderate (3-19 mph)
13384,2021,4,12,3,40,5.4,7.0,1.85,8.33,6.09,290,1008.5,13.4,10.9,Small (<2 ft),Moderate (3-19 mph)
13390,2021,4,12,4,40,6.2,8.0,2.04,9.09,6.43,284,1009.0,13.7,11.5,Ideal (3-9 ft),Moderate (3-19 mph)
13396,2021,4,12,5,40,5.4,7.3,1.91,7.69,6.32,286,1008.9,13.8,10.8,Small (<2 ft),Moderate (3-19 mph)
13402,2021,4,12,6,40,3.5,5.3,1.76,7.69,6.53,286,1009.3,13.8,10.6,Small (<2 ft),Moderate (3-19 mph)
13408,2021,4,12,7,40,2.6,4.4,1.82,8.33,6.59,292,1009.3,14.0,10.6,Small (<2 ft),Ideal(<3 mph)
13414,2021,4,12,8,40,4.1,6.0,1.79,9.09,6.78,289,1009.0,13.8,11.0,Small (<2 ft),Moderate (3-19 mph)
13420,2021,4,12,9,40,4.4,6.3,1.92,10.0,6.65,289,1008.7,13.3,10.5,Small (<2 ft),Moderate (3-19 mph)
13426,2021,4,12,10,40,3.0,4.6,1.84,10.81,6.77,289,1008.4,13.0,10.2,Small (<2 ft),Ideal(<3 mph)
13432,2021,4,12,11,40,3.5,5.2,1.96,9.09,6.89,288,1008.5,12.8,9.9,Small (<2 ft),Moderate (3-19 mph)
13438,2021,4,12,12,40,3.3,4.7,1.96,10.0,7.0,287,1008.7,12.7,9.8,Small (<2 ft),Moderate (3-19 mph)
13444,2021,4,12,13,40,3.6,4.9,2.06,9.09,7.04,290,1009.2,12.5,9.8,Ideal (3-9 ft),Moderate (3-19 mph)
13450,2021,4,12,14,40,2.0,3.5,2.07,7.69,7.13,285,1009.7,12.4,9.5,Ideal (3-9 ft),Ideal(<3 mph)
13456,2021,4,12,15,40,0.2,1.1,1.86,9.09,6.74,284,1009.8,12.7,9.4,Small (<2 ft),Ideal(<3 mph)
13462,2021,4,12,16,40,1.7,3.0,1.9,8.33,7.13,277,1010.3,12.9,9.5,Small (<2 ft),Ideal(<3 mph)
13468,2021,4,12,17,40,2.2,3.3,1.78,8.33,6.98,281,1011.0,13.1,9.5,Small (<2 ft),Ideal(<3 mph)
13474,2021,4,12,18,40,2.1,3.2,1.62,8.33,6.78,277,1011.3,13.2,9.3,Small (<2 ft),Ideal(<3 mph)
13480,2021,4,12,19,40,2.6,4.9,1.62,8.33,6.94,284,1011.3,13.4,9.7,Small (<2 ft),Ideal(<3 mph)
13486,2021,4,12,20,40,2.1,3.7,1.57,7.14,6.62,278,1011.3,13.2,9.3,Small (<2 ft),Ideal(<3 mph)
13492,2021,4,12,21,40,1.6,3.2,1.53,8.33,6.62,282,1011.2,13.6,9.2,Small (<2 ft),Ideal(<3 mph)
13498,2021,4,12,22,40,3.1,4.6,1.55,9.09,6.86,290,1011.0,13.7,9.6,Small (<2 ft),Moderate (3-19 mph)
13504,2021,4,12,23,40,2.2,3.5,1.47,8.33,6.61,289,1010.7,13.9,10.1,Small (<2 ft),Ideal(<3 mph)
13510,2021,4,13,0,40,3.4,5.3,1.53,8.33,6.8,288,1010.6,14.1,10.6,Small (<2 ft),Moderate (3-19 mph)
13516,2021,4,13,1,40,6.3,7.9,1.4,7.69,6.02,283,1010.9,13.7,11.6,Small (<2 ft),Moderate (3-19 mph)
13522,2021,4,13,2,40,5.8,7.0,1.41,9.09,5.68,283,1010.8,13.6,11.4,Small (<2 ft),Moderate (3-19 mph)
13528,2021,4,13,3,40,6.5,8.0,1.39,6.67,5.84,278,1011.5,13.2,10.7,Small (<2 ft),Moderate (3-19 mph)
13534,2021,4,13,4,40,5.9,7.4,1.37,12.12,5.83,272,1012.1,12.7,10.0,Small (<2 ft),Moderate (3-19 mph)
13540,2021,4,13,5,40,5.4,7.3,1.38,9.09,6.5,280,1012.6,12.4,9.8,Small (<2 ft),Moderate (3-19 mph)
13546,2021,4,13,6,40,5.0,6.5,1.29,10.81,6.11,276,1012.9,12.3,9.3,Small (<2 ft),Moderate (3-19 mph)
13552,2021,4,13,7,40,4.6,6.4,1.36,14.81,6.14,262,1013.1,12.5,9.2,Small (<2 ft),Moderate (3-19 mph)
13558,2021,4,13,8,40,4.7,7.0,1.41,12.9,6.17,288,1012.7,12.4,8.9,Small (<2 ft),Moderate (3-19 mph)
13564,2021,4,13,9,40,3.8,6.5,1.42,12.12,6.1,281,1012.2,12.4,9.3,Small (<2 ft),Moderate (3-19 mph)
13570,2021,4,13,10,40,4.4,6.8,1.44,7.69,5.97,285,1012.2,12.2,9.4,Small (<2 ft),Moderate (3-19 mph)
13576,2021,4,13,11,40,4.8,6.4,1.53,11.43,6.23,276,1012.0,12.3,9.8,Small (<2 ft),Moderate (3-19 mph)
13582,2021,4,13,12,40,5.6,7.5,1.59,12.9,5.97,268,1012.0,12.3,9.8,Small (<2 ft),Moderate (3-19 mph)
13588,2021,4,13,13,40,4.8,6.6,1.71,7.14,6.35,280,1012.6,12.3,10.1,Small (<2 ft),Moderate (3-19 mph)
13594,2021,4,13,14,40,5.6,7.7,1.59,10.0,6.3,289,1013.2,12.3,9.7,Small (<2 ft),Moderate (3-19 mph)
13600,2021,4,13,15,40,5.7,7.6,1.52,12.12,6.02,267,1013.5,12.2,9.3,Small (<2 ft),Moderate (3-19 mph)
13606,2021,4,13,16,40,5.7,7.5,1.4,7.14,5.71,272,1013.5,12.3,9.2,Small (<2 ft),Moderate (3-19 mph)
13612,2021,4,13,17,40,6.5,7.9,1.47,6.67,5.82,276,1014.1,12.5,9.2,Small (<2 ft),Moderate (3-19 mph)
13618,2021,4,13,18,40,5.5,7.4,1.32,7.69,5.78,285,1014.1,12.6,9.6,Small (<2 ft),Moderate (3-19 mph)
13624,2021,4,13,19,40,5.3,6.8,1.44,6.67,6.02,279,1014.0,12.5,9.2,Small (<2 ft),Moderate (3-19 mph)
13630,2021,4,13,20,40,4.9,6.6,1.36,12.12,5.9,273,1013.7,12.6,9.6,Small (<2 ft),Moderate (3-19 mph)
13636,2021,4,13,21,40,5.9,7.3,1.36,12.12,5.88,282,1013.7,12.7,9.7,Small (<2 ft),Moderate (3-19 mph)
13642,2021,4,13,22,40,5.3,6.6,1.27,12.12,6.01,278,1013.5,12.9,10.2,Small (<2 ft),Moderate (3-19 mph)
13648,2021,4,13,23,40,4.6,6.1,1.26,10.0,5.65,288,1012.8,12.9,10.2,Small (<2 ft),Moderate (3-19 mph)
13654,2021,4,14,0,40,5.4,6.8,1.29,11.43,5.86,294,1013.3,13.0,10.2,Small (<2 ft),Moderate (3-19 mph)
13660,2021,4,14,1,40,6.0,7.4,1.36,12.12,6.18,277,1013.3,12.9,10.0,Small (<2 ft),Moderate (3-19 mph)
13666,2021,4,14,2,40,5.4,7.1,1.47,11.43,6.33,284,1013.5,12.9,9.7,Small (<2 ft),Moderate (3-19 mph)
13672,2021,4,14,3,40,4.4,5.8,1.23,19.05,5.9,211,1014.0,13.2,9.6,Small (<2 ft),Moderate (3-19 mph)
13678,2021,4,14,4,40,7.0,8.9,1.33,12.12,5.79,254,1014.2,12.9,9.3,Small (<2 ft),Moderate (3-19 mph)
13684,2021,4,14,5,40,7.1,8.5,1.37,12.12,5.67,276,1014.2,12.6,9.0,Small (<2 ft),Moderate (3-19 mph)
13690,2021,4,14,6,40,5.3,7.1,1.37,10.0,5.92,293,1014.2,12.9,9.0,Small (<2 ft),Moderate (3-19 mph)
13696,2021,4,14,7,40,4.2,6.1,1.35,17.39,6.13,223,1014.5,12.9,8.8,Small (<2 ft),Moderate (3-19 mph)
13702,2021,4,14,8,40,5.1,7.9,1.42,12.12,6.51,247,1014.5,12.8,8.0,Small (<2 ft),Moderate (3-19 mph)
13708,2021,4,14,9,40,5.8,7.9,1.42,11.43,6.17,285,1014.5,12.5,7.6,Small (<2 ft),Moderate (3-19 mph)
13714,2021,4,14,10,40,6.7,8.6,1.43,17.39,6.2,214,1014.7,12.1,7.2,Small (<2 ft),Moderate (3-19 mph)
13720,2021,4,14,11,40,6.6,8.7,1.4,6.67,5.74,281,1014.9,12.1,6.6,Small (<2 ft),Moderate (3-19 mph)
13726,2021,4,14,12,40,5.9,8.6,1.57,17.39,5.81,214,1015.0,12.1,6.5,Small (<2 ft),Moderate (3-19 mph)
13732,2021,4,14,13,40,4.5,6.9,1.71,10.81,6.3,286,1015.3,12.1,6.0,Small (<2 ft),Moderate (3-19 mph)
13738,2021,4,14,14,40,6.0,8.4,1.68,17.39,6.27,233,1016.1,12.3,6.4,Small (<2 ft),Moderate (3-19 mph)
13744,2021,4,14,15,40,5.2,6.9,1.68,17.39,6.3,247,1016.0,12.3,6.4,Small (<2 ft),Moderate (3-19 mph)
13750,2021,4,14,16,40,4.8,7.4,1.51,5.88,6.03,280,1016.2,12.3,6.3,Small (<2 ft),Moderate (3-19 mph)
13756,2021,4,14,17,40,6.0,8.4,1.6,17.39,6.43,249,1016.9,12.4,6.4,Small (<2 ft),Moderate (3-19 mph)
13762,2021,4,14,18,40,7.1,9.5,1.51,17.39,6.14,268,1017.0,12.5,6.8,Small (<2 ft),Moderate (3-19 mph)
13768,2021,4,14,20,40,6.5,8.2,1.53,17.39,6.09,269,1016.6,12.7,7.0,Small (<2 ft),Moderate (3-19 mph)
13774,2021,4,14,21,40,6.3,8.1,1.46,17.39,6.07,255,1016.6,12.7,6.9,Small (<2 ft),Moderate (3-19 mph)
13780,2021,4,14,22,40,5.6,7.3,1.49,16.0,6.35,244,1015.9,12.8,7.4,Small (<2 ft),Moderate (3-19 mph)
13786,2021,4,14,23,40,5.8,7.5,1.49,17.39,6.32,311,1015.6,12.9,7.6,Small (<2 ft),Moderate (3-19 mph)
13792,2021,4,15,0,40,6.9,8.5,1.51,17.39,6.22,285,1015.9,12.9,7.6,Small (<2 ft),Moderate (3-19 mph)
