,#YY,MM,DD,hh,mm,WSP,GST,WVHT,DPD,APD,MWD,PRES,ATMP,DEWP,Wave_Size,Wind_Speed
44978,2020,11,11,18,40,2.2,3.3,1.13,6.25,6.14,276,1017.6,16.5,6.8,Small (<2 ft),Ideal(<3 mph)
44984,2020,11,11,19,40,1.7,3.2,1.16,14.81,6.3,140,1016.5,16.4,8.4,Small (<2 ft),Ideal(<3 mph)
44990,2020,11,11,20,40,2.2,3.1,1.19,7.14,6.48,277,1015.7,16.3,9.2,Small (<2 ft),Ideal(<3 mph)
44996,2020,11,11,21,40,2.7,3.8,1.06,6.67,6.14,277,1015.3,16.4,9.0,Small (<2 ft),Ideal(<3 mph)
45002,2020,11,11,22,40,2.9,3.8,1.04,7.14,6.53,284,1015.0,16.5,9.8,Small (<2 ft),Ideal(<3 mph)
45008,2020,11,11,23,40,3.4,4.3,0.91,7.14,6.43,279,1015.0,16.5,9.7,Small (<2 ft),Moderate (3-19 mph)
45014,2020,11,12,0,40,3.3,4.1,0.99,7.14,6.59,279,1015.0,16.4,10.4,Small (<2 ft),Moderate (3-19 mph)
45020,2020,11,12,1,40,3.3,4.3,0.93,14.81,6.73,198,1015.1,16.4,10.9,Small (<2 ft),Moderate (3-19 mph)
45026,2020,11,12,2,40,3.5,4.5,0.82,7.14,6.41,282,1015.8,16.4,11.3,Small (<2 ft),Moderate (3-19 mph)
45032,2020,11,12,3,40,3.9,4.8,0.84,14.81,6.32,165,1015.6,16.4,12.2,Small (<2 ft),Moderate (3-19 mph)
45038,2020,11,12,4,40,2.9,3.7,0.85,14.81,6.29,188,1015.5,16.2,12.4,Small (<2 ft),Ideal(<3 mph)
45044,2020,11,12,5,40,2.2,3.0,0.89,7.14,6.16,281,1016.3,16.2,11.9,Small (<2 ft),Ideal(<3 mph)
45050,2020,11,12,6,40,3.2,4.3,0.93,14.81,6.5,171,1016.6,16.3,11.7,Small (<2 ft),Moderate (3-19 mph)
45056,2020,11,12,7,40,3.9,5.0,0.91,12.9,5.9,193,1016.6,16.6,12.5,Small (<2 ft),Moderate (3-19 mph)
45062,2020,11,12,8,40,3.7,4.6,0.92,14.81,6.02,178,1016.3,16.4,12.1,Small (<2 ft),Moderate (3-19 mph)
45068,2020,11,12,9,40,3.2,3.9,0.85,13.79,5.78,176,1015.8,16.2,12.2,Small (<2 ft),Moderate (3-19 mph)
45074,2020,11,12,10,40,2.8,3.8,0.8,12.9,5.77,175,1015.6,16.2,12.6,Small (<2 ft),Ideal(<3 mph)
45080,2020,11,12,11,40,1.7,2.4,0.84,12.9,5.78,187,1015.8,16.2,12.0,Small (<2 ft),Ideal(<3 mph)
45086,2020,11,12,12,40,2.8,3.9,0.82,13.79,6.0,200,1015.8,16.0,12.5,Small (<2 ft),Ideal(<3 mph)
45092,2020,11,12,13,40,2.8,3.9,0.81,13.79,5.93,152,1015.9,15.8,12.0,Small (<2 ft),Ideal(<3 mph)
45098,2020,11,12,14,40,1.7,2.8,0.87,13.79,6.44,182,1016.3,15.8,11.7,Small (<2 ft),Ideal(<3 mph)
45104,2020,11,12,15,40,2.9,4.6,0.81,14.81,6.28,212,1017.2,16.0,11.6,Small (<2 ft),Ideal(<3 mph)
45110,2020,11,12,16,40,1.9,2.9,0.79,12.9,5.93,202,1017.6,16.1,11.4,Small (<2 ft),Ideal(<3 mph)
45116,2020,11,12,17,40,2.2,3.2,0.82,13.79,6.07,195,1017.9,16.2,11.5,Small (<2 ft),Ideal(<3 mph)
45122,2020,11,12,18,40,2.4,3.5,0.76,13.79,5.8,151,1017.7,16.0,11.4,Small (<2 ft),Ideal(<3 mph)
45128,2020,11,12,19,40,2.3,3.3,0.84,13.79,5.93,169,1016.9,16.0,11.5,Small (<2 ft),Ideal(<3 mph)
45134,2020,11,12,20,40,2.2,3.0,0.81,12.9,6.04,201,1016.4,16.2,11.7,Small (<2 ft),Ideal(<3 mph)
45140,2020,11,12,21,40,4.1,5.3,0.79,13.79,5.95,199,1016.2,16.4,12.2,Small (<2 ft),Moderate (3-19 mph)
45146,2020,11,12,22,40,4.0,5.0,0.76,13.79,6.38,182,1015.8,16.3,12.4,Small (<2 ft),Moderate (3-19 mph)
45152,2020,11,12,23,40,3.8,5.1,0.74,13.79,6.17,185,1015.8,16.3,12.3,Small (<2 ft),Moderate (3-19 mph)
45158,2020,11,13,0,40,4.2,5.7,0.75,13.79,6.62,203,1015.8,16.2,12.7,Small (<2 ft),Moderate (3-19 mph)
45164,2020,11,13,1,40,4.8,6.0,0.76,13.79,6.82,184,1016.2,16.4,13.3,Small (<2 ft),Moderate (3-19 mph)
45172,2020,11,13,13,40,5.4,6.8,1.0,11.43,5.24,233,1018.5,16.3,11.5,Small (<2 ft),Moderate (3-19 mph)
45178,2020,11,13,14,40,5.4,6.6,1.07,12.12,5.51,236,1018.9,16.1,12.3,Small (<2 ft),Moderate (3-19 mph)
45184,2020,11,13,15,40,5.3,6.8,1.07,16.0,5.4,233,1019.6,16.0,12.3,Small (<2 ft),Moderate (3-19 mph)
45190,2020,11,13,16,40,6.2,7.6,1.08,12.9,5.53,253,1020.4,16.1,11.6,Small (<2 ft),Moderate (3-19 mph)
45196,2020,11,13,17,40,6.6,7.7,1.08,12.9,5.1,214,1020.9,16.0,11.6,Small (<2 ft),Moderate (3-19 mph)
45202,2020,11,13,18,40,6.2,8.1,1.11,13.79,5.27,207,1020.5,16.0,11.6,Small (<2 ft),Moderate (3-19 mph)
45208,2020,11,13,19,40,6.6,8.1,1.16,12.9,5.04,271,1020.3,16.0,11.4,Small (<2 ft),Moderate (3-19 mph)
45214,2020,11,13,20,40,6.2,7.7,1.18,16.0,5.1,170,1019.6,16.0,11.5,Small (<2 ft),Moderate (3-19 mph)
45220,2020,11,13,21,40,6.9,8.6,1.21,16.0,4.99,173,1019.2,16.1,11.7,Small (<2 ft),Moderate (3-19 mph)
45226,2020,11,13,22,40,7.4,8.9,1.32,5.88,5.28,283,1019.1,16.0,12.1,Small (<2 ft),Moderate (3-19 mph)
45232,2020,11,13,23,40,7.8,9.5,1.35,14.81,5.27,191,1018.8,16.1,12.3,Small (<2 ft),Moderate (3-19 mph)
45238,2020,11,14,0,40,8.7,10.8,1.28,14.81,5.04,203,1019.2,16.2,12.7,Small (<2 ft),Moderate (3-19 mph)
45244,2020,11,14,1,40,8.3,10.1,1.31,14.81,5.05,201,1019.2,16.4,11.6,Small (<2 ft),Moderate (3-19 mph)
45250,2020,11,14,2,40,7.1,8.2,1.24,11.43,5.2,251,1019.6,16.5,12.0,Small (<2 ft),Moderate (3-19 mph)
45256,2020,11,14,3,40,7.1,8.8,1.29,14.81,5.12,188,1019.9,16.5,11.5,Small (<2 ft),Moderate (3-19 mph)
45262,2020,11,14,4,40,7.7,9.2,1.36,14.81,5.24,180,1020.2,16.7,11.7,Small (<2 ft),Moderate (3-19 mph)
45268,2020,11,14,5,40,6.7,7.9,1.32,5.56,5.26,285,1020.7,16.6,11.7,Small (<2 ft),Moderate (3-19 mph)
45274,2020,11,14,6,40,6.0,7.2,1.28,5.88,5.19,277,1020.5,16.7,12.1,Small (<2 ft),Moderate (3-19 mph)
45280,2020,11,14,7,40,6.5,8.5,1.3,13.79,5.38,187,1020.5,16.6,12.5,Small (<2 ft),Moderate (3-19 mph)
45286,2020,11,14,8,40,6.4,8.1,1.47,6.25,5.3,290,1019.7,16.7,13.4,Small (<2 ft),Moderate (3-19 mph)
45292,2020,11,14,9,40,7.7,9.6,1.49,14.81,5.38,179,1019.3,16.5,13.5,Small (<2 ft),Moderate (3-19 mph)
45298,2020,11,14,10,40,6.9,8.4,1.61,14.81,5.61,164,1019.3,16.2,13.7,Small (<2 ft),Moderate (3-19 mph)
45304,2020,11,14,11,40,6.7,8.3,1.64,6.67,5.56,291,1019.1,16.0,13.0,Small (<2 ft),Moderate (3-19 mph)
45310,2020,11,14,12,40,5.6,6.8,1.62,7.14,5.72,282,1019.1,16.1,13.0,Small (<2 ft),Moderate (3-19 mph)
45316,2020,11,14,13,40,6.6,8.4,1.58,7.14,5.55,283,1019.1,16.1,12.7,Small (<2 ft),Moderate (3-19 mph)
45322,2020,11,14,14,40,6.3,8.5,1.62,14.81,5.89,181,1019.2,16.0,12.4,Small (<2 ft),Moderate (3-19 mph)
45328,2020,11,14,15,40,5.0,6.6,1.61,7.14,6.11,288,1019.7,16.3,12.4,Small (<2 ft),Moderate (3-19 mph)
45334,2020,11,14,16,40,4.7,6.0,1.58,14.81,5.98,192,1019.8,16.4,12.4,Small (<2 ft),Moderate (3-19 mph)
45340,2020,11,14,17,40,4.2,5.8,1.36,13.79,5.77,196,1020.4,16.6,12.5,Small (<2 ft),Moderate (3-19 mph)
45346,2020,11,14,18,40,4.3,5.5,1.45,6.67,6.18,293,1020.2,16.5,11.8,Small (<2 ft),Moderate (3-19 mph)
45352,2020,11,14,19,40,4.8,5.6,1.41,13.79,6.17,158,1019.6,16.5,12.8,Small (<2 ft),Moderate (3-19 mph)
45358,2020,11,14,20,40,5.5,7.0,1.35,13.79,5.93,176,1018.9,16.7,13.3,Small (<2 ft),Moderate (3-19 mph)
45364,2020,11,14,21,40,5.2,6.2,1.27,7.14,5.59,292,1018.3,16.9,13.4,Small (<2 ft),Moderate (3-19 mph)
45370,2020,11,14,22,40,6.8,8.5,1.24,12.9,5.69,196,1018.3,17.3,13.6,Small (<2 ft),Moderate (3-19 mph)
45376,2020,11,14,23,40,6.6,8.0,1.29,14.81,5.55,188,1018.3,17.4,11.7,Small (<2 ft),Moderate (3-19 mph)
45382,2020,11,15,0,40,6.4,7.6,1.13,14.81,5.11,168,1018.3,17.2,12.8,Small (<2 ft),Moderate (3-19 mph)
45388,2020,11,15,1,40,6.3,8.1,1.25,14.81,5.58,185,1018.4,17.0,13.0,Small (<2 ft),Moderate (3-19 mph)
45394,2020,11,15,2,40,5.8,7.1,1.12,14.81,5.59,173,1019.1,17.0,13.1,Small (<2 ft),Moderate (3-19 mph)
45400,2020,11,15,3,40,4.6,5.6,1.1,13.79,6.11,178,1019.1,16.9,13.9,Small (<2 ft),Moderate (3-19 mph)
45406,2020,11,15,4,40,3.9,5.1,1.03,13.79,5.87,166,1019.4,17.0,13.5,Small (<2 ft),Moderate (3-19 mph)
45412,2020,11,15,5,40,5.3,6.2,1.12,13.79,6.49,188,1019.9,16.9,14.4,Small (<2 ft),Moderate (3-19 mph)
45418,2020,11,15,6,40,3.3,4.8,1.15,13.79,6.4,177,1020.1,16.9,14.2,Small (<2 ft),Moderate (3-19 mph)
45424,2020,11,15,7,40,2.8,3.6,1.05,13.79,6.31,182,1019.8,16.9,14.4,Small (<2 ft),Ideal(<3 mph)
45430,2020,11,15,8,40,4.1,5.0,1.15,13.79,6.41,182,1019.5,17.0,14.8,Small (<2 ft),Moderate (3-19 mph)
45436,2020,11,15,9,40,3.6,4.5,1.26,12.9,6.61,196,1018.9,16.9,14.8,Small (<2 ft),Moderate (3-19 mph)
45442,2020,11,15,10,40,3.9,4.9,1.29,7.69,6.34,282,1018.6,16.9,14.7,Small (<2 ft),Moderate (3-19 mph)
45448,2020,11,15,11,40,4.6,5.9,1.49,7.69,6.8,278,1018.6,16.9,14.8,Small (<2 ft),Moderate (3-19 mph)
45454,2020,11,15,12,40,4.5,5.4,1.43,7.69,6.81,277,1018.7,16.9,14.5,Small (<2 ft),Moderate (3-19 mph)
45460,2020,11,15,13,40,4.2,5.3,1.46,7.69,7.07,283,1018.8,16.9,14.2,Small (<2 ft),Moderate (3-19 mph)
45466,2020,11,15,14,40,4.5,5.6,1.45,14.81,6.72,195,1019.3,17.0,14.8,Small (<2 ft),Moderate (3-19 mph)
45472,2020,11,15,15,40,4.4,5.3,1.37,7.69,6.96,276,1019.8,17.2,14.8,Small (<2 ft),Moderate (3-19 mph)
45478,2020,11,15,16,40,3.6,4.5,1.26,13.79,7.02,199,1019.9,17.4,15.0,Small (<2 ft),Moderate (3-19 mph)
45484,2020,11,15,17,40,3.1,3.9,1.37,13.79,7.39,193,1019.9,17.4,15.1,Small (<2 ft),Moderate (3-19 mph)
45490,2020,11,15,18,40,3.3,4.2,1.42,13.79,7.62,263,1019.6,17.5,14.4,Small (<2 ft),Moderate (3-19 mph)
45496,2020,11,15,19,40,4.4,5.4,1.32,13.79,7.55,283,1018.8,17.9,13.9,Small (<2 ft),Moderate (3-19 mph)
45502,2020,11,15,20,40,4.6,5.5,1.46,13.79,8.1,274,1017.9,17.8,14.8,Small (<2 ft),Moderate (3-19 mph)
45508,2020,11,15,21,40,5.3,6.6,1.45,16.0,8.16,280,1017.3,18.0,15.9,Small (<2 ft),Moderate (3-19 mph)
45514,2020,11,15,22,40,3.8,5.0,1.4,13.79,7.93,262,1016.6,18.0,16.2,Small (<2 ft),Moderate (3-19 mph)
45520,2020,11,15,23,40,4.5,5.8,1.41,13.79,8.06,278,1016.1,17.9,16.1,Small (<2 ft),Moderate (3-19 mph)
45526,2020,11,16,0,40,3.9,4.7,1.42,14.81,8.11,229,1015.8,18.3,14.8,Small (<2 ft),Moderate (3-19 mph)
45532,2020,11,16,1,40,4.8,5.8,1.35,12.9,7.71,261,1015.8,17.9,15.5,Small (<2 ft),Moderate (3-19 mph)
45538,2020,11,16,2,40,4.0,4.9,1.53,12.9,8.07,264,1016.1,18.0,15.5,Small (<2 ft),Moderate (3-19 mph)
45544,2020,11,16,3,40,3.2,4.1,1.57,12.9,8.3,265,1016.2,18.0,15.5,Small (<2 ft),Moderate (3-19 mph)
45550,2020,11,16,4,40,1.3,2.4,1.45,11.43,8.1,276,1016.5,17.8,15.6,Small (<2 ft),Ideal(<3 mph)
45556,2020,11,16,5,40,1.6,2.2,1.33,10.81,7.58,278,1016.7,17.8,15.1,Small (<2 ft),Ideal(<3 mph)
45562,2020,11,16,6,40,2.5,3.2,1.32,16.0,7.68,270,1016.5,17.9,14.8,Small (<2 ft),Ideal(<3 mph)
45568,2020,11,16,7,40,4.2,4.9,1.24,14.81,7.47,228,1016.2,18.2,14.1,Small (<2 ft),Moderate (3-19 mph)
45574,2020,11,16,8,40,3.4,4.3,1.11,12.9,7.14,256,1016.2,18.5,13.7,Small (<2 ft),Moderate (3-19 mph)
45580,2020,11,16,9,40,2.1,2.7,1.22,14.81,7.45,252,1015.8,18.3,13.8,Small (<2 ft),Ideal(<3 mph)
45586,2020,11,16,10,40,2.6,3.3,1.15,14.81,7.23,252,1015.4,18.2,14.3,Small (<2 ft),Ideal(<3 mph)
45592,2020,11,16,11,40,3.9,4.8,1.24,12.9,7.57,259,1015.3,18.4,13.7,Small (<2 ft),Moderate (3-19 mph)
45598,2020,11,16,12,40,2.4,3.0,1.21,13.79,7.7,250,1015.4,18.1,14.4,Small (<2 ft),Ideal(<3 mph)
45604,2020,11,16,13,40,2.0,2.6,1.18,12.9,7.68,266,1015.3,17.9,14.9,Small (<2 ft),Ideal(<3 mph)
45610,2020,11,16,14,40,1.2,1.8,1.26,12.9,8.12,244,1015.7,17.7,15.4,Small (<2 ft),Ideal(<3 mph)
45616,2020,11,16,15,40,2.0,2.5,1.23,11.43,8.22,278,1015.9,18.0,15.7,Small (<2 ft),Ideal(<3 mph)
45622,2020,11,16,16,40,2.3,2.9,1.19,14.81,8.41,235,1016.3,18.0,15.9,Small (<2 ft),Ideal(<3 mph)
45628,2020,11,16,17,40,2.2,2.9,1.26,14.81,8.5,237,1016.1,18.2,15.8,Small (<2 ft),Ideal(<3 mph)
45634,2020,11,16,18,40,1.5,2.2,1.14,14.81,8.34,265,1015.4,18.4,15.7,Small (<2 ft),Ideal(<3 mph)
45640,2020,11,16,19,40,2.0,3.0,1.28,13.79,8.55,232,1015.0,18.9,16.1,Small (<2 ft),Ideal(<3 mph)
45646,2020,11,16,20,40,1.6,2.1,1.29,13.79,8.31,235,1014.4,19.4,17.0,Small (<2 ft),Ideal(<3 mph)
45652,2020,11,16,21,40,0.6,1.1,1.21,12.12,7.91,279,1013.9,19.3,17.4,Small (<2 ft),Ideal(<3 mph)
45658,2020,11,16,22,40,1.5,2.0,1.31,14.81,8.07,253,1013.7,19.4,17.2,Small (<2 ft),Ideal(<3 mph)
45664,2020,11,16,23,40,0.3,1.0,1.24,13.79,8.31,269,1013.6,19.5,17.4,Small (<2 ft),Ideal(<3 mph)
45670,2020,11,17,0,40,1.2,1.5,1.31,12.9,8.6,249,1013.4,19.0,16.9,Small (<2 ft),Ideal(<3 mph)
45676,2020,11,17,1,40,1.0,1.7,1.28,13.79,8.59,257,1014.0,18.4,16.8,Small (<2 ft),Ideal(<3 mph)
45682,2020,11,17,2,40,2.6,3.8,1.29,13.79,8.82,243,1014.6,18.4,17.1,Small (<2 ft),Ideal(<3 mph)
45688,2020,11,17,3,40,2.6,3.3,1.09,14.81,8.86,245,1014.8,18.2,17.0,Small (<2 ft),Ideal(<3 mph)
45694,2020,11,17,4,40,1.5,2.2,1.16,13.79,9.26,233,1014.8,18.0,17.0,Small (<2 ft),Ideal(<3 mph)
45700,2020,11,17,5,40,2.7,3.5,1.07,13.79,9.09,250,1015.3,17.9,16.9,Small (<2 ft),Ideal(<3 mph)
45706,2020,11,17,6,40,2.7,3.7,1.21,13.79,9.66,252,1015.0,17.6,16.7,Small (<2 ft),Ideal(<3 mph)
45712,2020,11,17,7,40,3.2,4.4,1.18,14.81,9.66,248,1015.5,17.6,16.5,Small (<2 ft),Moderate (3-19 mph)
45718,2020,11,17,8,40,3.5,4.5,1.2,14.81,9.18,268,1015.8,17.4,16.1,Small (<2 ft),Moderate (3-19 mph)
45724,2020,11,17,9,40,2.8,3.9,1.29,13.79,9.67,254,1015.8,17.4,16.1,Small (<2 ft),Ideal(<3 mph)
45730,2020,11,17,10,40,3.5,4.2,1.24,13.79,9.32,277,1015.5,17.3,16.0,Small (<2 ft),Moderate (3-19 mph)
45736,2020,11,17,11,40,2.8,3.4,1.19,14.81,9.15,271,1015.5,17.6,16.3,Small (<2 ft),Ideal(<3 mph)
45742,2020,11,17,12,40,2.7,3.3,1.12,14.81,9.21,265,1015.5,17.6,16.4,Small (<2 ft),Ideal(<3 mph)
45748,2020,11,17,13,40,2.0,2.7,1.21,12.12,9.47,261,1015.8,17.6,16.5,Small (<2 ft),Ideal(<3 mph)
45754,2020,11,17,14,40,0.4,1.2,1.24,13.79,9.77,253,1016.6,17.6,16.6,Small (<2 ft),Ideal(<3 mph)
45760,2020,11,17,15,40,4.9,6.1,1.33,12.9,10.31,256,1017.9,16.1,15.3,Small (<2 ft),Moderate (3-19 mph)
45766,2020,11,17,16,40,4.5,6.3,1.23,13.79,9.08,248,1018.3,15.4,14.3,Small (<2 ft),Moderate (3-19 mph)
45772,2020,11,17,17,40,1.1,1.8,1.26,12.9,8.84,244,1017.5,16.1,14.0,Small (<2 ft),Ideal(<3 mph)
45778,2020,11,17,18,40,2.2,3.2,1.27,12.9,9.42,256,1017.9,16.3,14.2,Small (<2 ft),Ideal(<3 mph)
45784,2020,11,17,19,40,0.3,1.1,1.22,12.9,9.09,257,1016.8,16.4,13.8,Small (<2 ft),Ideal(<3 mph)
45790,2020,11,17,20,40,0.9,1.7,1.13,12.9,9.17,263,1016.3,16.7,14.1,Small (<2 ft),Ideal(<3 mph)
45796,2020,11,17,21,40,0.9,1.7,1.25,13.79,9.45,241,1015.8,17.2,14.6,Small (<2 ft),Ideal(<3 mph)
45802,2020,11,17,22,40,1.8,2.5,1.01,12.9,8.41,269,1015.5,17.2,14.6,Small (<2 ft),Ideal(<3 mph)
45808,2020,11,17,23,40,2.1,2.9,1.05,12.9,8.84,244,1015.5,17.6,14.5,Small (<2 ft),Ideal(<3 mph)
45814,2020,11,18,0,40,3.7,4.6,1.0,11.43,8.6,287,1015.7,17.4,15.1,Small (<2 ft),Moderate (3-19 mph)
45820,2020,11,18,1,40,3.9,5.3,1.03,12.9,8.67,265,1015.9,17.0,15.2,Small (<2 ft),Moderate (3-19 mph)
45826,2020,11,18,2,40,3.9,5.1,1.02,13.79,8.4,246,1016.0,17.0,15.2,Small (<2 ft),Moderate (3-19 mph)
45832,2020,11,18,3,40,1.9,3.2,1.06,12.12,8.25,265,1016.2,17.0,15.3,Small (<2 ft),Ideal(<3 mph)
45838,2020,11,18,4,40,3.6,4.9,1.23,12.12,8.68,269,1016.7,16.9,15.3,Small (<2 ft),Moderate (3-19 mph)
45844,2020,11,18,5,40,2.3,3.8,1.13,12.9,8.33,239,1016.9,16.8,14.4,Small (<2 ft),Ideal(<3 mph)
45850,2020,11,18,6,40,3.1,4.3,0.96,12.9,7.93,223,1017.2,16.7,14.4,Small (<2 ft),Moderate (3-19 mph)
45856,2020,11,18,7,40,3.8,6.4,0.99,12.12,7.77,210,1017.5,16.5,14.2,Small (<2 ft),Moderate (3-19 mph)
45862,2020,11,18,8,40,4.3,6.1,0.96,12.12,7.9,211,1017.4,16.5,14.0,Small (<2 ft),Moderate (3-19 mph)
45868,2020,11,18,9,40,3.3,4.5,0.87,12.12,7.7,209,1017.1,16.4,14.0,Small (<2 ft),Moderate (3-19 mph)
45874,2020,11,18,10,40,1.8,2.5,0.98,12.9,8.29,203,1016.9,16.5,14.2,Small (<2 ft),Ideal(<3 mph)
45880,2020,11,18,11,40,0.9,1.7,1.01,12.12,8.14,233,1017.1,16.3,13.9,Small (<2 ft),Ideal(<3 mph)
45886,2020,11,18,12,40,0.4,1.2,0.92,12.12,7.49,229,1017.3,16.2,13.1,Small (<2 ft),Ideal(<3 mph)
45892,2020,11,18,13,40,4.1,5.6,0.97,12.12,7.59,259,1017.7,16.3,12.6,Small (<2 ft),Moderate (3-19 mph)
45898,2020,11,18,14,40,3.3,4.6,1.03,11.43,8.28,260,1018.2,16.3,12.4,Small (<2 ft),Moderate (3-19 mph)
45904,2020,11,18,15,40,3.0,4.0,0.92,12.12,7.77,258,1019.2,16.2,12.1,Small (<2 ft),Ideal(<3 mph)
45910,2020,11,18,16,40,3.9,6.3,1.12,12.12,8.38,242,1019.7,16.1,12.0,Small (<2 ft),Moderate (3-19 mph)
45916,2020,11,18,17,40,3.0,5.1,1.13,12.12,8.68,264,1020.1,16.1,11.8,Small (<2 ft),Ideal(<3 mph)
45922,2020,11,18,18,40,3.4,4.3,1.13,12.12,9.21,267,1020.4,16.1,11.7,Small (<2 ft),Moderate (3-19 mph)
45928,2020,11,18,19,40,2.3,4.6,1.12,12.12,9.24,230,1019.7,16.1,11.5,Small (<2 ft),Ideal(<3 mph)
45934,2020,11,18,20,40,3.7,4.8,1.26,11.43,9.28,281,1018.8,16.5,11.8,Small (<2 ft),Moderate (3-19 mph)
45940,2020,11,18,21,40,4.1,6.4,1.32,11.43,9.28,281,1018.5,16.5,12.1,Small (<2 ft),Moderate (3-19 mph)
45946,2020,11,18,22,40,4.5,5.6,1.17,12.12,8.62,284,1018.3,16.6,12.5,Small (<2 ft),Moderate (3-19 mph)
45952,2020,11,18,23,40,4.7,6.1,1.32,11.43,8.58,272,1018.2,16.5,12.8,Small (<2 ft),Moderate (3-19 mph)
45958,2020,11,19,0,40,5.1,6.5,1.38,11.43,8.56,277,1018.3,16.5,13.3,Small (<2 ft),Moderate (3-19 mph)
45964,2020,11,19,1,40,4.5,5.6,1.49,11.43,8.17,290,1018.5,16.5,13.2,Small (<2 ft),Moderate (3-19 mph)
45970,2020,11,19,2,40,5.1,6.3,1.49,11.43,7.83,280,1019.0,16.5,13.5,Small (<2 ft),Moderate (3-19 mph)
45976,2020,11,19,3,40,5.2,6.8,1.68,11.43,8.04,280,1019.3,16.5,13.8,Small (<2 ft),Moderate (3-19 mph)
45982,2020,11,19,4,40,4.9,6.8,1.49,10.81,7.43,281,1019.6,16.5,14.1,Small (<2 ft),Moderate (3-19 mph)
45988,2020,11,19,5,40,6.0,7.5,1.48,10.81,7.43,274,1019.9,16.5,14.5,Small (<2 ft),Moderate (3-19 mph)
45994,2020,11,19,6,40,5.7,7.6,1.6,11.43,7.58,280,1020.2,16.4,14.4,Small (<2 ft),Moderate (3-19 mph)
46000,2020,11,19,7,40,4.5,6.4,1.4,11.43,7.41,273,1020.1,16.6,14.6,Small (<2 ft),Moderate (3-19 mph)
46006,2020,11,19,8,40,5.6,7.2,1.46,11.43,7.9,260,1019.9,16.4,14.5,Small (<2 ft),Moderate (3-19 mph)
46012,2020,11,19,9,40,3.8,5.0,1.35,12.12,7.6,293,1020.0,16.2,14.7,Small (<2 ft),Moderate (3-19 mph)
46018,2020,11,19,10,40,5.5,7.1,1.44,10.81,8.07,270,1019.9,16.3,14.3,Small (<2 ft),Moderate (3-19 mph)
46024,2020,11,19,11,40,5.7,7.5,1.46,11.43,8.22,291,1019.6,15.9,14.1,Small (<2 ft),Moderate (3-19 mph)
46030,2020,11,19,12,40,5.3,6.9,1.56,11.43,8.16,286,1019.6,15.6,14.4,Small (<2 ft),Moderate (3-19 mph)
46036,2020,11,19,13,40,4.5,6.3,1.48,11.43,7.93,288,1019.7,15.9,13.5,Small (<2 ft),Moderate (3-19 mph)
46042,2020,11,19,14,40,4.7,6.5,1.43,11.43,7.55,282,1020.2,15.9,13.2,Small (<2 ft),Moderate (3-19 mph)
46048,2020,11,19,15,40,4.9,6.5,1.58,11.43,7.96,283,1020.6,15.8,12.9,Small (<2 ft),Moderate (3-19 mph)
46054,2020,11,19,16,40,3.3,5.3,1.62,11.43,8.22,283,1020.6,15.7,13.0,Small (<2 ft),Moderate (3-19 mph)
46060,2020,11,19,17,40,3.5,5.5,1.73,11.43,8.78,275,1021.0,15.5,13.1,Small (<2 ft),Moderate (3-19 mph)
46066,2020,11,19,18,40,3.5,5.6,1.45,11.43,8.23,274,1020.7,15.1,12.8,Small (<2 ft),Moderate (3-19 mph)
46072,2020,11,19,19,40,2.5,4.0,1.59,10.81,8.69,281,1019.9,14.9,13.3,Small (<2 ft),Ideal(<3 mph)
46078,2020,11,19,20,40,2.9,4.0,1.38,10.81,8.13,283,1019.1,14.7,13.5,Small (<2 ft),Ideal(<3 mph)
46084,2020,11,19,21,40,4.5,6.1,1.53,11.43,8.62,277,1018.9,14.6,12.9,Small (<2 ft),Moderate (3-19 mph)
46090,2020,11,19,22,40,4.5,5.9,1.5,11.43,8.18,278,1018.4,15.6,13.2,Small (<2 ft),Moderate (3-19 mph)
46096,2020,11,19,23,40,3.1,4.1,1.37,10.0,7.93,272,1018.0,16.0,13.6,Small (<2 ft),Moderate (3-19 mph)
46102,2020,11,20,0,40,3.3,4.5,1.59,10.81,7.98,276,1018.0,16.1,14.0,Small (<2 ft),Moderate (3-19 mph)
46108,2020,11,20,1,40,4.4,5.9,1.42,14.81,7.71,194,1018.4,15.9,13.9,Small (<2 ft),Moderate (3-19 mph)
46114,2020,11,20,2,40,5.1,6.7,1.41,10.81,7.71,277,1018.7,16.0,13.7,Small (<2 ft),Moderate (3-19 mph)
46120,2020,11,20,3,40,4.0,5.1,1.44,10.0,7.65,284,1018.7,15.9,13.9,Small (<2 ft),Moderate (3-19 mph)
46126,2020,11,20,4,40,1.9,2.8,1.44,14.81,7.61,185,1018.5,15.9,13.9,Small (<2 ft),Ideal(<3 mph)
46132,2020,11,20,5,40,2.0,2.9,1.37,10.81,7.15,277,1018.8,16.0,13.9,Small (<2 ft),Ideal(<3 mph)
46138,2020,11,20,6,40,3.6,4.7,1.38,11.43,7.64,266,1018.8,16.0,14.1,Small (<2 ft),Moderate (3-19 mph)
46144,2020,11,20,7,40,4.1,5.0,1.39,10.81,7.91,276,1018.8,16.0,14.0,Small (<2 ft),Moderate (3-19 mph)
46150,2020,11,20,8,40,3.1,4.5,1.49,10.81,8.56,269,1018.3,16.0,13.9,Small (<2 ft),Moderate (3-19 mph)
46156,2020,11,20,9,40,3.9,4.9,1.38,12.9,8.07,245,1018.3,16.1,14.2,Small (<2 ft),Moderate (3-19 mph)
